,background_image,background_image_original,date_uploaded,date_uploaded_unix,description_full,genres,id,imdb_code,language,large_cover_image,medium_cover_image,mpa_rating,rating,runtime,slug,small_cover_image,state,summary,synopsis,title,title_english,title_long,torrents,url,year,yt_trailer_code
36,https://yts.mx/assets/images/movies/intersection_1994/background.jpg,https://yts.mx/assets/images/movies/intersection_1994/background.jpg,2020-07-13 11:20:34,1594632034,"Vincent Eastman has to choose between his wife of 16 years, Sally, and his new love, Olivia. Frequent flashbacks explain the background to the marriage and the affair.","['Drama', 'Romance']",19202,tt0110146,English,https://yts.mx/assets/images/movies/intersection_1994/large-cover.jpg,https://yts.mx/assets/images/movies/intersection_1994/medium-cover.jpg,R,5.4,98,intersection-1994,https://yts.mx/assets/images/movies/intersection_1994/small-cover.jpg,ok,"Vincent Eastman has to choose between his wife of 16 years, Sally, and his new love, Olivia. Frequent flashbacks explain the background to the marriage and the affair.","Vincent Eastman has to choose between his wife of 16 years, Sally, and his new love, Olivia. Frequent flashbacks explain the background to the marriage and the affair.",Intersection,Intersection,Intersection (1994),"[{'date_uploaded_unix': 1594632034, 'size': '904.88 MB', 'peers': 15, 'size_bytes': 948835451, 'type': 'web', 'seeds': 44, 'date_uploaded': '2020-07-13 11:20:34', 'quality': '720p', 'hash': 'AC5EF5F44DCDA30A323E871231AA05D974F326C0', 'url': 'https://yts.mx/torrent/download/AC5EF5F44DCDA30A323E871231AA05D974F326C0'}, {'date_uploaded_unix': 1594640257, 'size': '1.64 GB', 'peers': 20, 'size_bytes': 1760936591, 'type': 'web', 'seeds': 41, 'date_uploaded': '2020-07-13 13:37:37', 'quality': '1080p', 'hash': 'D5FF03A6E63FDFA3D548825BDD9748BBFBE28B78', 'url': 'https://yts.mx/torrent/download/D5FF03A6E63FDFA3D548825BDD9748BBFBE28B78'}]",https://yts.mx/movies/intersection-1994,1994,jo9EJwkaPTQ
37,https://yts.mx/assets/images/movies/heaven_can_wait_1978/background.jpg,https://yts.mx/assets/images/movies/heaven_can_wait_1978/background.jpg,2020-07-13 08:15:20,1594620920,"Joe Pendleton is a football quarterback preparing to lead his team to the Superbowl when he is almost killed in an accident. An overanxious angel plucks him to heaven only to discover that he was not ready to die, and that his body has been cremated. Another body must be found without his death being discovered, and that of a recently murdered millionaire is chosen. His wife and accountant, the murderers, are confused by this development, as he buys the Los Angeles Rams in order to once again quarterback them into the Superbowl. At the same time, he falls in love with an English environmental activist who disapproves of his policies and actions.","['Comedy', 'Fantasy', 'Romance', 'Sport']",19201,tt0077663,English,https://yts.mx/assets/images/movies/heaven_can_wait_1978/large-cover.jpg,https://yts.mx/assets/images/movies/heaven_can_wait_1978/medium-cover.jpg,,6.9,101,heaven-can-wait-1978,https://yts.mx/assets/images/movies/heaven_can_wait_1978/small-cover.jpg,ok,"Joe Pendleton is a football quarterback preparing to lead his team to the Superbowl when he is almost killed in an accident. An overanxious angel plucks him to heaven only to discover that he was not ready to die, and that his body has been cremated. Another body must be found without his death being discovered, and that of a recently murdered millionaire is chosen. His wife and accountant, the murderers, are confused by this development, as he buys the Los Angeles Rams in order to once again quarterback them into the Superbowl. At the same time, he falls in love with an English environmental activist who disapproves of his policies and actions.","Joe Pendleton is a football quarterback preparing to lead his team to the Superbowl when he is almost killed in an accident. An overanxious angel plucks him to heaven only to discover that he was not ready to die, and that his body has been cremated. Another body must be found without his death being discovered, and that of a recently murdered millionaire is chosen. His wife and accountant, the murderers, are confused by this development, as he buys the Los Angeles Rams in order to once again quarterback them into the Superbowl. At the same time, he falls in love with an English environmental activist who disapproves of his policies and actions.",Heaven Can Wait,Heaven Can Wait,Heaven Can Wait (1978),"[{'date_uploaded_unix': 1594620920, 'size': '929.96 MB', 'peers': 8, 'size_bytes': 975133737, 'type': 'web', 'seeds': 55, 'date_uploaded': '2020-07-13 08:15:20', 'quality': '720p', 'hash': '6DE3DF6CB16D0306A3D4E87E692C742E0602B951', 'url': 'https://yts.mx/torrent/download/6DE3DF6CB16D0306A3D4E87E692C742E0602B951'}, {'date_uploaded_unix': 1594627732, 'size': '1.69 GB', 'peers': 18, 'size_bytes': 1814623683, 'type': 'web', 'seeds': 61, 'date_uploaded': '2020-07-13 10:08:52', 'quality': '1080p', 'hash': '9E72F7A3F94E12EB2778070D38269154944FF5B7', 'url': 'https://yts.mx/torrent/download/9E72F7A3F94E12EB2778070D38269154944FF5B7'}]",https://yts.mx/movies/heaven-can-wait-1978,1978,Aqt-O9F6AkQ
38,https://yts.mx/assets/images/movies/kat_and_the_band_2019/background.jpg,https://yts.mx/assets/images/movies/kat_and_the_band_2019/background.jpg,2020-07-13 02:39:31,1594600771,"Seventeen year old, music obsessed school girl Kat Malone tricks her way into managing struggling band Dollar Days, pretending to be a band manager in her twenties.",['Comedy'],19200,tt6078346,English,https://yts.mx/assets/images/movies/kat_and_the_band_2019/large-cover.jpg,https://yts.mx/assets/images/movies/kat_and_the_band_2019/medium-cover.jpg,,6.3,92,kat-and-the-band-2019,https://yts.mx/assets/images/movies/kat_and_the_band_2019/small-cover.jpg,ok,"Seventeen year old, music obsessed school girl Kat Malone tricks her way into managing struggling band Dollar Days, pretending to be a band manager in her twenties.","Seventeen year old, music obsessed school girl Kat Malone tricks her way into managing struggling band Dollar Days, pretending to be a band manager in her twenties.",Kat and the Band,Kat and the Band,Kat and the Band (2019),"[{'date_uploaded_unix': 1594600771, 'size': '847.22 MB', 'peers': 7, 'size_bytes': 888374559, 'type': 'web', 'seeds': 36, 'date_uploaded': '2020-07-13 02:39:31', 'quality': '720p', 'hash': 'E7192A466CB1BD765E9CD5A6F9574CC2446FB616', 'url': 'https://yts.mx/torrent/download/E7192A466CB1BD765E9CD5A6F9574CC2446FB616'}, {'date_uploaded_unix': 1594607547, 'size': '1.7 GB', 'peers': 12, 'size_bytes': 1825361101, 'type': 'web', 'seeds': 43, 'date_uploaded': '2020-07-13 04:32:27', 'quality': '1080p', 'hash': 'B2F6D93EE6F037E6397288C66875C2C1FDBA8A7F', 'url': 'https://yts.mx/torrent/download/B2F6D93EE6F037E6397288C66875C2C1FDBA8A7F'}]",https://yts.mx/movies/kat-and-the-band-2019,2019,
39,https://yts.mx/assets/images/movies/masters_of_love_2019/background.jpg,https://yts.mx/assets/images/movies/masters_of_love_2019/background.jpg,2020-07-13 05:28:26,1594610906,"Emmy (Sarah Oven) struggles with her impending marriage to Samantha (Eleanor Fanyinka). Her brother Josh (Owen Roberts) is reeling from the revelation that his girlfriend of five years has been sleeping with other people. Niall (Ciarán Dowd) - Josh's roommate - wanders aimlessly from one fling to another. The four friends navigate the tests and trials of mastering love in the modern world. An engaging, smart and wry take on the British rom-com, offering dark comic twists as it explores love and isolation in our technological age.","['Comedy', 'Drama', 'Romance']",19199,tt9011040,English,https://yts.mx/assets/images/movies/masters_of_love_2019/large-cover.jpg,https://yts.mx/assets/images/movies/masters_of_love_2019/medium-cover.jpg,,5.1,85,masters-of-love-2019,https://yts.mx/assets/images/movies/masters_of_love_2019/small-cover.jpg,ok,"Emmy (Sarah Oven) struggles with her impending marriage to Samantha (Eleanor Fanyinka). Her brother Josh (Owen Roberts) is reeling from the revelation that his girlfriend of five years has been sleeping with other people. Niall (Ciarán Dowd) - Josh's roommate - wanders aimlessly from one fling to another. The four friends navigate the tests and trials of mastering love in the modern world. An engaging, smart and wry take on the British rom-com, offering dark comic twists as it explores love and isolation in our technological age.","Emmy (Sarah Oven) struggles with her impending marriage to Samantha (Eleanor Fanyinka). Her brother Josh (Owen Roberts) is reeling from the revelation that his girlfriend of five years has been sleeping with other people. Niall (Ciarán Dowd) - Josh's roommate - wanders aimlessly from one fling to another. The four friends navigate the tests and trials of mastering love in the modern world. An engaging, smart and wry take on the British rom-com, offering dark comic twists as it explores love and isolation in our technological age.",Masters of Love,Masters of Love,Masters of Love (2019),"[{'date_uploaded_unix': 1594610906, 'size': '769.49 MB', 'peers': 10, 'size_bytes': 806868746, 'type': 'web', 'seeds': 51, 'date_uploaded': '2020-07-13 05:28:26', 'quality': '720p', 'hash': 'D4A4EB820E3CBD3CDE501B2527FE0F8656CADC7E', 'url': 'https://yts.mx/torrent/download/D4A4EB820E3CBD3CDE501B2527FE0F8656CADC7E'}, {'date_uploaded_unix': 1594617262, 'size': '1.55 GB', 'peers': 10, 'size_bytes': 1664299827, 'type': 'web', 'seeds': 48, 'date_uploaded': '2020-07-13 07:14:22', 'quality': '1080p', 'hash': '7C95A33944EA91690548E5FA9E9BC110EB685555', 'url': 'https://yts.mx/torrent/download/7C95A33944EA91690548E5FA9E9BC110EB685555'}]",https://yts.mx/movies/masters-of-love-2019,2019,
40,https://yts.mx/assets/images/movies/sebastian_maniscalco_sebastian_live_2007/background.jpg,https://yts.mx/assets/images/movies/sebastian_maniscalco_sebastian_live_2007/background.jpg,2020-07-13 07:47:20,1594619240,"Sebastian Maniscalco's comedy is impeccably paced and chock-full of seething observations on daily human behavior. He voices his disgust of everything from shopping at discount department stores to men in Flip Flops. Filmed at the famed Paramount Theatre in St. Louis, MO.",['Comedy'],19198,tt2450448,English,https://yts.mx/assets/images/movies/sebastian_maniscalco_sebastian_live_2007/large-cover.jpg,https://yts.mx/assets/images/movies/sebastian_maniscalco_sebastian_live_2007/medium-cover.jpg,,7.5,62,sebastian-maniscalco-sebastian-live-2007,https://yts.mx/assets/images/movies/sebastian_maniscalco_sebastian_live_2007/small-cover.jpg,ok,"Sebastian Maniscalco's comedy is impeccably paced and chock-full of seething observations on daily human behavior. He voices his disgust of everything from shopping at discount department stores to men in Flip Flops. Filmed at the famed Paramount Theatre in St. Louis, MO.","Sebastian Maniscalco's comedy is impeccably paced and chock-full of seething observations on daily human behavior. He voices his disgust of everything from shopping at discount department stores to men in Flip Flops. Filmed at the famed Paramount Theatre in St. Louis, MO.",Sebastian Maniscalco: Sebastian Live,Sebastian Maniscalco: Sebastian Live,Sebastian Maniscalco: Sebastian Live (2007),"[{'date_uploaded_unix': 1594619240, 'size': '571.3 MB', 'peers': 2, 'size_bytes': 599051469, 'type': 'web', 'seeds': 18, 'date_uploaded': '2020-07-13 07:47:20', 'quality': '720p', 'hash': '84708F5702C5CF8843061BE4BFE116290814D369', 'url': 'https://yts.mx/torrent/download/84708F5702C5CF8843061BE4BFE116290814D369'}, {'date_uploaded_unix': 1594624821, 'size': '1.03 GB', 'peers': 8, 'size_bytes': 1105954079, 'type': 'web', 'seeds': 24, 'date_uploaded': '2020-07-13 09:20:21', 'quality': '1080p', 'hash': 'ABBB3339BCDC595AA66C5E2CC20E75ED85397B00', 'url': 'https://yts.mx/torrent/download/ABBB3339BCDC595AA66C5E2CC20E75ED85397B00'}]",https://yts.mx/movies/sebastian-maniscalco-sebastian-live-2007,2007,
41,https://yts.mx/assets/images/movies/burn_notice_the_fall_of_sam_axe_2011/background.jpg,https://yts.mx/assets/images/movies/burn_notice_the_fall_of_sam_axe_2011/background.jpg,2020-07-13 05:58:58,1594612738,"As informal punishment for an unwitting affair with admiral Gregory Maitland's adulterous wife, Sam Axe, a US Navy Commander, was sent to Colombia to observe the suspected rebel movement Espada Ardiente ('Burning Sword'). Now he's under investigation for allegedly consorting with those alleged terrorists. He explains how he discovered that his Colombian army liaison Comandante Veracruz was the real drug dealers cahoot, who pailed on framing Axe and presumably innocent farmers for the bombing of an American-run Andes clinic. Sam escaped and tried to help the civilians and forces CIA observers to demand urgent help. He even found a trump card to avoid conviction for his illegal methods and a favorable discharge.","['Action', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",19197,tt1697851,English,https://yts.mx/assets/images/movies/burn_notice_the_fall_of_sam_axe_2011/large-cover.jpg,https://yts.mx/assets/images/movies/burn_notice_the_fall_of_sam_axe_2011/medium-cover.jpg,,7.2,90,burn-notice-the-fall-of-sam-axe-2011,https://yts.mx/assets/images/movies/burn_notice_the_fall_of_sam_axe_2011/small-cover.jpg,ok,"As informal punishment for an unwitting affair with admiral Gregory Maitland's adulterous wife, Sam Axe, a US Navy Commander, was sent to Colombia to observe the suspected rebel movement Espada Ardiente ('Burning Sword'). Now he's under investigation for allegedly consorting with those alleged terrorists. He explains how he discovered that his Colombian army liaison Comandante Veracruz was the real drug dealers cahoot, who pailed on framing Axe and presumably innocent farmers for the bombing of an American-run Andes clinic. Sam escaped and tried to help the civilians and forces CIA observers to demand urgent help. He even found a trump card to avoid conviction for his illegal methods and a favorable discharge.","As informal punishment for an unwitting affair with admiral Gregory Maitland's adulterous wife, Sam Axe, a US Navy Commander, was sent to Colombia to observe the suspected rebel movement Espada Ardiente ('Burning Sword'). Now he's under investigation for allegedly consorting with those alleged terrorists. He explains how he discovered that his Colombian army liaison Comandante Veracruz was the real drug dealers cahoot, who pailed on framing Axe and presumably innocent farmers for the bombing of an American-run Andes clinic. Sam escaped and tried to help the civilians and forces CIA observers to demand urgent help. He even found a trump card to avoid conviction for his illegal methods and a favorable discharge.",Burn Notice: The Fall of Sam Axe,Burn Notice: The Fall of Sam Axe,Burn Notice: The Fall of Sam Axe (2011),"[{'date_uploaded_unix': 1594612738, 'size': '824.11 MB', 'peers': 12, 'size_bytes': 864141967, 'type': 'bluray', 'seeds': 96, 'date_uploaded': '2020-07-13 05:58:58', 'quality': '720p', 'hash': '6DC53B204C051230E469873D9C840C625672959D', 'url': 'https://yts.mx/torrent/download/6DC53B204C051230E469873D9C840C625672959D'}, {'date_uploaded_unix': 1594619915, 'size': '1.65 GB', 'peers': 15, 'size_bytes': 1771674010, 'type': 'bluray', 'seeds': 85, 'date_uploaded': '2020-07-13 07:58:35', 'quality': '1080p', 'hash': '0D931FC5AA270F4D3E50F100EB64E6A4A961179A', 'url': 'https://yts.mx/torrent/download/0D931FC5AA270F4D3E50F100EB64E6A4A961179A'}]",https://yts.mx/movies/burn-notice-the-fall-of-sam-axe-2011,2011,dWXxgpyIm2I
42,https://yts.mx/assets/images/movies/turu_the_wacky_hen_2019/background.jpg,https://yts.mx/assets/images/movies/turu_the_wacky_hen_2019/background.jpg,2020-07-13 03:50:49,1594605049,"Turuleca is a hen unable to lay eggs as the rest of the chicken. Property of the cheater hen breeder Sr. Cocoricó, he arrives to the little town of Villa Armonía to trade, where he deceives the nice aging woman Isabel to buy Turuleca in order to get rid her. Isabel, a retired music teacher, decides to play songs hoping that the music helps Turuleca to lay eggs, just to discover that Turuleca is able to understand her new owner. Teaching her human language as well as a lot of songs to sing, Turuleca lives in the farm with Isabel and her other animals as cow Melodía, sheep Ritmo and hog Compás. But this happiness ends abruptly when one day Isabel falls to the ground and she's taken to a hospital with amnesia. Trying to meet Isabel again Turuleca leaves the farm to follow the ambulance, but she loses it by the way and Turuleca arrives at Circus Daedalus, where its owner Antonio has a great debt with the ruthless businessman Armando Tramas, a former contortionist expelled from the circus ...","['Adventure', 'Animation', 'Family', 'Musical']",19196,tt8790552,English,https://yts.mx/assets/images/movies/turu_the_wacky_hen_2019/large-cover.jpg,https://yts.mx/assets/images/movies/turu_the_wacky_hen_2019/medium-cover.jpg,,5.6,80,turu-the-wacky-hen-2019,https://yts.mx/assets/images/movies/turu_the_wacky_hen_2019/small-cover.jpg,ok,"Turuleca is a hen unable to lay eggs as the rest of the chicken. Property of the cheater hen breeder Sr. Cocoricó, he arrives to the little town of Villa Armonía to trade, where he deceives the nice aging woman Isabel to buy Turuleca in order to get rid her. Isabel, a retired music teacher, decides to play songs hoping that the music helps Turuleca to lay eggs, just to discover that Turuleca is able to understand her new owner. Teaching her human language as well as a lot of songs to sing, Turuleca lives in the farm with Isabel and her other animals as cow Melodía, sheep Ritmo and hog Compás. But this happiness ends abruptly when one day Isabel falls to the ground and she's taken to a hospital with amnesia. Trying to meet Isabel again Turuleca leaves the farm to follow the ambulance, but she loses it by the way and Turuleca arrives at Circus Daedalus, where its owner Antonio has a great debt with the ruthless businessman Armando Tramas, a former contortionist expelled from the circus ...","Turuleca is a hen unable to lay eggs as the rest of the chicken. Property of the cheater hen breeder Sr. Cocoricó, he arrives to the little town of Villa Armonía to trade, where he deceives the nice aging woman Isabel to buy Turuleca in order to get rid her. Isabel, a retired music teacher, decides to play songs hoping that the music helps Turuleca to lay eggs, just to discover that Turuleca is able to understand her new owner. Teaching her human language as well as a lot of songs to sing, Turuleca lives in the farm with Isabel and her other animals as cow Melodía, sheep Ritmo and hog Compás. But this happiness ends abruptly when one day Isabel falls to the ground and she's taken to a hospital with amnesia. Trying to meet Isabel again Turuleca leaves the farm to follow the ambulance, but she loses it by the way and Turuleca arrives at Circus Daedalus, where its owner Antonio has a great debt with the ruthless businessman Armando Tramas, a former contortionist expelled from the circus ...","Turu, the Wacky Hen","Turu, the Wacky Hen","Turu, the Wacky Hen (2019)","[{'date_uploaded_unix': 1594605049, 'size': '732.72 MB', 'peers': 15, 'size_bytes': 768312607, 'type': 'web', 'seeds': 47, 'date_uploaded': '2020-07-13 03:50:49', 'quality': '720p', 'hash': '7E0504326D15D623625168561EA5C008149AFB58', 'url': 'https://yts.mx/torrent/download/7E0504326D15D623625168561EA5C008149AFB58'}, {'date_uploaded_unix': 1594609697, 'size': '1.47 GB', 'peers': 13, 'size_bytes': 1578400481, 'type': 'web', 'seeds': 52, 'date_uploaded': '2020-07-13 05:08:17', 'quality': '1080p', 'hash': '2D1EE57FCD71FBEF33FA05A335D55397A7CEA96D', 'url': 'https://yts.mx/torrent/download/2D1EE57FCD71FBEF33FA05A335D55397A7CEA96D'}]",https://yts.mx/movies/turu-the-wacky-hen-2019,2019,
43,https://yts.mx/assets/images/movies/dog_of_fortune_1979/background.jpg,https://yts.mx/assets/images/movies/dog_of_fortune_1979/background.jpg,2020-07-13 09:18:24,1594624704,Japanese girl loses her beloved dog while moving with her family. The rest of the TV series is about the girl and the dog trying to find each other.,['Drama'],19195,tt0324674,English,https://yts.mx/assets/images/movies/dog_of_fortune_1979/large-cover.jpg,https://yts.mx/assets/images/movies/dog_of_fortune_1979/medium-cover.jpg,,7.6,137,dog-of-fortune-1979,https://yts.mx/assets/images/movies/dog_of_fortune_1979/small-cover.jpg,ok,Japanese girl loses her beloved dog while moving with her family. The rest of the TV series is about the girl and the dog trying to find each other.,Japanese girl loses her beloved dog while moving with her family. The rest of the TV series is about the girl and the dog trying to find each other.,Dog of Fortune,Dog of Fortune,Dog of Fortune (1979),"[{'date_uploaded_unix': 1594624704, 'size': '1.15 GB', 'peers': 10, 'size_bytes': 1234803098, 'type': 'web', 'seeds': 6, 'date_uploaded': '2020-07-13 09:18:24', 'quality': '720p', 'hash': 'E483861AF3F65B9E35B8415E43D02D8E9D0AD9C4', 'url': 'https://yts.mx/torrent/download/E483861AF3F65B9E35B8415E43D02D8E9D0AD9C4'}, {'date_uploaded_unix': 1594633990, 'size': '2.14 GB', 'peers': 11, 'size_bytes': 2297807503, 'type': 'web', 'seeds': 24, 'date_uploaded': '2020-07-13 11:53:10', 'quality': '1080p', 'hash': 'A02051841FD8CBCF83216FC87CE51A05BAE4B3ED', 'url': 'https://yts.mx/torrent/download/A02051841FD8CBCF83216FC87CE51A05BAE4B3ED'}]",https://yts.mx/movies/dog-of-fortune-1979,1979,
44,https://yts.mx/assets/images/movies/dont_come_knocking_2005/background.jpg,https://yts.mx/assets/images/movies/dont_come_knocking_2005/background.jpg,2020-07-13 03:47:16,1594604836,"Howard Spence (Sam Shepard) has seen better days. Once a big Western movie star, he now drowns his disgust for his selfish and failed life with alcohol, drugs, and young women. If he were to die now, nobody would shed a tear over him, that's the sad truth. Until one day Howard learns that he might have a child somewhere out there. The very idea seems like a ray of hope that his life wasn't all in vain. So he sets out to find that young man or woman. He discovers an entire life that he has missed.","['Drama', 'Music']",19194,tt0377800,English,https://yts.mx/assets/images/movies/dont_come_knocking_2005/large-cover.jpg,https://yts.mx/assets/images/movies/dont_come_knocking_2005/medium-cover.jpg,R,6.6,122,dont-come-knocking-2005,https://yts.mx/assets/images/movies/dont_come_knocking_2005/small-cover.jpg,ok,"Howard Spence (Sam Shepard) has seen better days. Once a big Western movie star, he now drowns his disgust for his selfish and failed life with alcohol, drugs, and young women. If he were to die now, nobody would shed a tear over him, that's the sad truth. Until one day Howard learns that he might have a child somewhere out there. The very idea seems like a ray of hope that his life wasn't all in vain. So he sets out to find that young man or woman. He discovers an entire life that he has missed.","Howard Spence (Sam Shepard) has seen better days. Once a big Western movie star, he now drowns his disgust for his selfish and failed life with alcohol, drugs, and young women. If he were to die now, nobody would shed a tear over him, that's the sad truth. Until one day Howard learns that he might have a child somewhere out there. The very idea seems like a ray of hope that his life wasn't all in vain. So he sets out to find that young man or woman. He discovers an entire life that he has missed.",Don't Come Knocking,Don't Come Knocking,Don't Come Knocking (2005),"[{'date_uploaded_unix': 1594604836, 'size': '1017.61 MB', 'peers': 7, 'size_bytes': 1067041423, 'type': 'web', 'seeds': 10, 'date_uploaded': '2020-07-13 03:47:16', 'quality': '720p', 'hash': '3C5C72F3C1BC9E9AF3336FF748D89BC5E9EFC259', 'url': 'https://yts.mx/torrent/download/3C5C72F3C1BC9E9AF3336FF748D89BC5E9EFC259'}, {'date_uploaded_unix': 1594614308, 'size': '2.04 GB', 'peers': 11, 'size_bytes': 2190433321, 'type': 'web', 'seeds': 19, 'date_uploaded': '2020-07-13 06:25:08', 'quality': '1080p', 'hash': 'F5D300F8D2F47FB1E5404F1E0A558A2B94917641', 'url': 'https://yts.mx/torrent/download/F5D300F8D2F47FB1E5404F1E0A558A2B94917641'}]",https://yts.mx/movies/dont-come-knocking-2005,2005,j_8d8LeQd3E
45,https://yts.mx/assets/images/movies/addicted_to_love_1997/background.jpg,https://yts.mx/assets/images/movies/addicted_to_love_1997/background.jpg,2020-07-12 23:21:33,1594588893,"Good-natured astronomer Sam is devastated when the love of his life, Linda, leaves him for a suave Frenchman named Anton. He therefore does what every other normal dumpee would do; go to New York and set up home in the abandoned building opposite his ex-girlfriend's apartment, intent on winning her back and waiting until she decides to leave her current lover. What Sam does not count on is being joined several weeks later by ultra hip tomboy Maggie, a photographer and motor-cyclist who is determined to get revenge on Anton, her ex-fiance. Hostile at first, the two of them eventually join forces in an attempt to separate the couple, and ruin Anton's life. However, complications ensue when Sam and Maggie start falling for each other.","['Comedy', 'Romance']",19193,tt0118556,English,https://yts.mx/assets/images/movies/addicted_to_love_1997/large-cover.jpg,https://yts.mx/assets/images/movies/addicted_to_love_1997/medium-cover.jpg,R,6.1,100,addicted-to-love-1997,https://yts.mx/assets/images/movies/addicted_to_love_1997/small-cover.jpg,ok,"Good-natured astronomer Sam is devastated when the love of his life, Linda, leaves him for a suave Frenchman named Anton. He therefore does what every other normal dumpee would do; go to New York and set up home in the abandoned building opposite his ex-girlfriend's apartment, intent on winning her back and waiting until she decides to leave her current lover. What Sam does not count on is being joined several weeks later by ultra hip tomboy Maggie, a photographer and motor-cyclist who is determined to get revenge on Anton, her ex-fiance. Hostile at first, the two of them eventually join forces in an attempt to separate the couple, and ruin Anton's life. However, complications ensue when Sam and Maggie start falling for each other.","Good-natured astronomer Sam is devastated when the love of his life, Linda, leaves him for a suave Frenchman named Anton. He therefore does what every other normal dumpee would do; go to New York and set up home in the abandoned building opposite his ex-girlfriend's apartment, intent on winning her back and waiting until she decides to leave her current lover. What Sam does not count on is being joined several weeks later by ultra hip tomboy Maggie, a photographer and motor-cyclist who is determined to get revenge on Anton, her ex-fiance. Hostile at first, the two of them eventually join forces in an attempt to separate the couple, and ruin Anton's life. However, complications ensue when Sam and Maggie start falling for each other.",Addicted to Love,Addicted to Love,Addicted to Love (1997),"[{'date_uploaded_unix': 1594588893, 'size': '922.12 MB', 'peers': 15, 'size_bytes': 966912901, 'type': 'web', 'seeds': 55, 'date_uploaded': '2020-07-12 23:21:33', 'quality': '720p', 'hash': '2FDDADC3BCA0E34AB83D7AC710F0C387EB72D318', 'url': 'https://yts.mx/torrent/download/2FDDADC3BCA0E34AB83D7AC710F0C387EB72D318'}, {'date_uploaded_unix': 1594597309, 'size': '1.85 GB', 'peers': 12, 'size_bytes': 1986422374, 'type': 'web', 'seeds': 51, 'date_uploaded': '2020-07-13 01:41:49', 'quality': '1080p', 'hash': '46F32EEBCC0891F916F382BB1D9540937A49394A', 'url': 'https://yts.mx/torrent/download/46F32EEBCC0891F916F382BB1D9540937A49394A'}]",https://yts.mx/movies/addicted-to-love-1997,1997,cGqJY4hyRfo
46,https://yts.mx/assets/images/movies/latte_the_magic_waterstone_2019/background.jpg,https://yts.mx/assets/images/movies/latte_the_magic_waterstone_2019/background.jpg,2020-07-12 20:43:27,1594579407,Follows the journey of a young hedgehog who wants to save the forest and its inhabitants from a horrible drought by reclaim a magical waterstone from the bear king.,"['Adventure', 'Animation', 'Comedy', 'Family']",19192,tt9038290,English,https://yts.mx/assets/images/movies/latte_the_magic_waterstone_2019/large-cover.jpg,https://yts.mx/assets/images/movies/latte_the_magic_waterstone_2019/medium-cover.jpg,,5.7,89,latte-the-magic-waterstone-2019,https://yts.mx/assets/images/movies/latte_the_magic_waterstone_2019/small-cover.jpg,ok,Follows the journey of a young hedgehog who wants to save the forest and its inhabitants from a horrible drought by reclaim a magical waterstone from the bear king.,Follows the journey of a young hedgehog who wants to save the forest and its inhabitants from a horrible drought by reclaim a magical waterstone from the bear king.,Latte & the Magic Waterstone,Latte & the Magic Waterstone,Latte & the Magic Waterstone (2019),"[{'date_uploaded_unix': 1594993449, 'size': '752.04 MB', 'peers': 65, 'size_bytes': 788571095, 'type': 'bluray', 'seeds': 130, 'date_uploaded': '2020-07-17 15:44:09', 'quality': '720p', 'hash': '7498DB2E7B524317F17A57379624ED665A395D55', 'url': 'https://yts.mx/torrent/download/7498DB2E7B524317F17A57379624ED665A395D55'}, {'date_uploaded_unix': 1594997610, 'size': '1.51 GB', 'peers': 34, 'size_bytes': 1621350154, 'type': 'bluray', 'seeds': 148, 'date_uploaded': '2020-07-17 16:53:30', 'quality': '1080p', 'hash': '2F4A4BA4352B1EEC33690DD601CA63E822DD27B2', 'url': 'https://yts.mx/torrent/download/2F4A4BA4352B1EEC33690DD601CA63E822DD27B2'}, {'date_uploaded_unix': 1594579407, 'size': '752.09 MB', 'peers': 20, 'size_bytes': 788623524, 'type': 'web', 'seeds': 237, 'date_uploaded': '2020-07-12 20:43:27', 'quality': '720p', 'hash': 'B89672B934A7130F88C7F347EE7BE4E1E1177C2C', 'url': 'https://yts.mx/torrent/download/B89672B934A7130F88C7F347EE7BE4E1E1177C2C'}, {'date_uploaded_unix': 1594584453, 'size': '1.51 GB', 'peers': 25, 'size_bytes': 1621350154, 'type': 'web', 'seeds': 181, 'date_uploaded': '2020-07-12 22:07:33', 'quality': '1080p', 'hash': 'A784A10F99FE0A2E3E256027408A9D186AF70C81', 'url': 'https://yts.mx/torrent/download/A784A10F99FE0A2E3E256027408A9D186AF70C81'}]",https://yts.mx/movies/latte-the-magic-waterstone-2019,2019,cgvCTZce5cc
